,peakBase,scanNumber,absIntensityUnSub,TIC*IT,ftRes,peakNoiseUnSub,integTime,peakRes,massUnSub,retTime,tic,countsUnSub,sumAbsIntensity,absIntensity15N,peakNoise15N,mass15N,counts15N,absIntensity13C,peakNoise13C,mass13C,counts13C,15N/UnSub,13C/UnSub,15N/13C
449,-1719.41,494.0,215000000.0,203832.0,120000.0,141919.7,0.206,171907.0,138.016,7.23,988000000.0,6665.741260727017,309766255.0,959751.0,141507.3,139.013,29.842307782001356,9747942.0,141504.7,139.0193,303.1061498310657,0.004476967619164163,0.0454722345160464,0.09845497294803744
450,-1175.72,495.0,203000000.0,197863.0,120000.0,138893.1,0.215,171207.0,138.016,7.23,918000000.0,6430.845016779092,285289427.0,592339.0,138724.1,139.0129,18.787590620519435,9043870.0,138723.0,139.0193,286.8524181282124,0.0029214808585029868,0.04460571159463011,0.065495667573986
451,-1477.47,496.0,205000000.0,218001.0,120000.0,128600.2,0.236,169707.0,138.016,7.24,923000000.0,7013.985981359284,287165427.0,550987.0,128340.7,139.013,18.889898527902687,7295806.0,128339.0,139.0193,250.13087526005347,0.002693175974133027,0.03566173013815734,0.0755200592820196
452,-703.79,497.0,197000000.0,215160.0,120000.0,130809.3,0.235,171207.0,138.016,7.24,916000000.0,6626.44016900939,265930889.0,718817.0,130752.8,139.013,24.189117173781366,7079281.0,130752.5,139.0193,238.2274633372211,0.0036503939606833398,0.035951047208026714,0.10153790345968904
453,-826.59,498.0,189000000.0,200769.0,120000.0,133540.4,0.226,173407.0,138.016,7.24,890000000.0,6227.328958128028,253245294.0,322150.0,133451.8,139.0131,10.621512785889738,6522616.0,133451.3,139.0193,215.05605715343353,0.0017056289875334654,0.03453423748760506,0.0493895076775807
454,165.53,499.0,186000000.0,210010.0,120000.0,131613.1,0.237,170107.0,138.0159,7.25,887000000.0,6218.225997260151,254460569.0,498177.0,131737.5,139.013,16.638988898377455,7503390.0,131738.3,139.0193,250.60985301920556,0.002675841776369797,0.040302467798633924,0.06639399328446324
455,-1295.01,500.0,180000000.0,203882.0,120000.0,124011.4,0.241,168707.0,138.016,7.25,847000000.0,6386.5096273407125,239108350.0,657206.0,124008.7,139.013,23.318576841786104,6045797.0,124008.7,139.0193,214.5132301201448,0.003651223939592769,0.033588492406213796,0.10870460916898136
456,-703.96,501.0,180000000.0,218395.0,120000.0,119784.9,0.256,170907.0,138.016,7.26,855000000.0,6611.851744251572,239446071.0,787055.0,119454.9,139.013,28.990372098591187,8144741.0,119452.8,139.0193,300.0085422861582,0.0043846070994855236,0.045374360147592455,0.09663182213971494
457,-936.38,502.0,170000000.0,205105.0,120000.0,118204.9,0.251,170607.0,138.016,7.26,818000000.0,6327.994863157112,220137440.0,524924.0,117770.5,139.013,19.61158014952811,7933180.0,117767.7,139.0193,296.3969917048563,0.0030991776342472657,0.046839006370017866,0.06616659648508431
458,-203.09,503.0,173000000.0,213275.0,120000.0,118040.3,0.26,169507.0,138.016,7.27,819000000.0,6448.6450813832225,218502169.0,362585.0,118226.0,139.0129,13.494273679224538,7089930.0,118227.2,139.0193,263.8622245980621,0.002092575030711729,0.040917467354470084,0.051141362503784656
459,-599.52,504.0,166000000.0,211657.0,120000.0,120102.8,0.259,171707.0,138.016,7.27,818000000.0,6081.456885268288,211462971.0,669163.0,120130.0,139.013,24.509424789811042,6769795.0,120130.2,139.0193,247.95678355650787,0.004030189681880774,0.040772595816169974,0.09884555057645959
460,-1288.73,505.0,157000000.0,196632.0,120000.0,113088.1,0.266,173407.0,138.0159,7.27,739000000.0,6108.511859337985,201745451.0,562087.0,112947.8,139.013,21.896688558785563,7418032.0,112946.9,139.0193,288.9795186941829,0.0035846191450561635,0.04730767907938568,0.07577245840027187
461,-460.29,506.0,153000000.0,217493.0,120000.0,109864.2,0.286,170707.0,138.0159,7.28,761000000.0,6127.564757218458,198579288.0,559824.0,109949.1,139.013,22.403326630231625,5794437.0,109949.7,139.0193,231.88351400685954,0.003656155017185224,0.0378426868086043,0.09661457273572667
462,-1008.72,507.0,153000000.0,209643.0,120000.0,106187.6,0.28,175007.0,138.016,7.28,749000000.0,6339.723282191141,189025680.0,505580.0,106322.2,139.013,20.922742381177216,6094510.0,106323.1,139.0193,252.21089302324708,0.0033002611391495748,0.03978263431966036,0.08295733039273882
463,608.12,508.0,142000000.0,194104.0,120000.0,108270.5,0.284,173607.0,138.016,7.29,684000000.0,5770.731639735662,173476807.0,584303.0,108457.3,139.013,23.70456575998112,6369058.0,108458.5,139.0193,258.38320832392117,0.004107722770672273,0.04477477457880139,0.09174189729180844
464,37.63,509.0,141000000.0,223975.0,120000.0,102197.9,0.312,172007.0,138.016,7.29,719000000.0,6070.574835686448,165493180.0,464890.0,102135.0,139.013,20.027571351642436,4920606.0,102134.6,139.0193,211.98170257679573,0.0032991227179852006,0.03491954358764202,0.09447783043627052
465,-207.05,510.0,146000000.0,211277.0,120000.0,102807.7,0.294,171707.0,138.016,7.3,718000000.0,6248.559203250341,172353811.0,426533.0,102763.0,139.013,18.26284946916692,6080185.0,102762.7,139.0193,260.33584170131775,0.0029227296845754543,0.0416633392168066,0.07015111461340699
466,-421.23,511.0,138000000.0,212656.0,120000.0,102143.1,0.299,168907.0,138.016,7.3,711000000.0,5944.601250598425,162675080.0,288518.0,102170.5,139.0131,12.425105093936116,5931788.0,102170.7,139.0193,255.453541964575,0.0020901494600138767,0.042972359489858,0.0486393925031549
467,-1587.22,512.0,137000000.0,203497.0,120000.0,98710.43,0.294,174407.0,138.016,7.31,692000000.0,6106.750826635039,,0.0,0.0,0.0,0.0,5876344.0,98516.44,139.0193,262.45278046993985,0.0,0.042977483103655206,0.0
468,156.62,513.0,132000000.0,207270.0,120000.0,99144.09,0.314,169107.0,138.016,7.31,659000000.0,5858.140409579634,152066376.0,484930.0,99107.55,139.0131,21.529056060814742,5698200.0,99107.32,139.0193,252.97909377430446,0.003675066583520079,0.043184197729473274,0.08510211551323649
469,-198.75,514.0,130000000.0,225103.0,120000.0,97135.2,0.333,169407.0,138.016,7.31,676000000.0,5888.699462192903,149221067.0,541491.0,96982.95,139.013,24.56679653485484,5492176.0,96981.98,139.0193,249.17592319727854,0.004171854361490265,0.04231425373243407,0.09859217624089917
470,-612.6,515.0,126000000.0,203051.0,120000.0,92298.66,0.32,172807.0,138.016,7.32,635000000.0,6006.587744610811,143621125.0,394607.0,92369.69,139.013,18.796975501379297,5345793.0,92370.14,139.0193,254.64386218316875,0.0031293933095781694,0.042394096783425594,0.07381672324722431
471,-571.41,516.0,123000000.0,217936.0,120000.0,89014.41,0.338,172507.0,138.016,7.32,646000000.0,6079.914476768425,141442646.0,251562.0,89251.93,139.013,12.401667952726628,4664514.0,89253.44,139.0193,229.95037054033997,0.00203977671069451,0.03782131663512517,0.05393193289310667
472,-34.13,517.0,127000000.0,212338.0,120000.0,94464.38,0.327,170707.0,138.016,7.33,649000000.0,5915.457233721325,143252669.0,264939.0,94369.4,139.0131,12.352855904562285,5115952.0,94368.8,139.0193,238.53422741414536,0.0020882334900748306,0.040323886724152186,0.051786513149390256
473,-402.32,518.0,114000000.0,192333.0,120000.0,91937.43,0.327,172607.0,138.016,7.33,589000000.0,5455.88450753953,131925003.0,221511.0,91790.32,139.013,10.618204621140878,5093226.0,91789.38,139.0193,244.1480092795049,0.0019461930703385485,0.04474948268096856,0.04349085070353768
474,38.65,519.0,122000000.0,233930.0,120000.0,86415.3,0.366,169607.0,138.016,7.34,640000000.0,6211.862945566352,137633949.0,399610.0,86366.52,139.013,20.358398138537943,4580707.0,86366.21,139.0193,233.36801279111359,0.0032773418082362106,0.03756812003678822,0.08723731198225797
475,-699.29,520.0,111000000.0,196735.0,120000.0,90985.78,0.329,172607.0,138.016,7.34,598000000.0,5367.871770731647,127057421.0,321920.0,90851.98,139.0131,15.59072240362841,4864935.0,90851.14,139.0193,235.6130478935102,0.0029044513486027957,0.04389319602941929,0.06617087866320091
476,-931.21,521.0,112000000.0,216669.0,120000.0,86032.55,0.356,170407.0,138.016,7.34,608000000.0,5728.0645523118865,126647187.0,363648.0,85963.26,139.013,18.613198243063376,4462592.0,85962.82,139.0193,228.41741115519477,0.0032494742461571875,0.03987689193603866,0.081487650827182
477,-1049.45,522.0,113000000.0,218005.0,120000.0,84323.2,0.357,171107.0,138.016,7.35,610000000.0,5896.360669424311,130618006.0,420764.0,84282.99,139.013,21.966017104993547,5171325.0,84282.73,139.0193,269.9702536925418,0.0037253516764838932,0.04578591250234702,0.08136458296627655
478,-642.84,523.0,107000000.0,203755.0,120000.0,86889.41,0.346,170307.0,138.0159,7.35,589000000.0,5418.381825817439,121891721.0,485536.0,86764.52,139.0129,24.622488547161904,4249659.0,86763.72,139.0193,215.51057976767248,0.004544251279937669,0.03977397435168011,0.1142518783704529
479,-382.97,524.0,104000000.0,213042.0,120000.0,86055.8,0.362,171707.0,138.016,7.36,589000000.0,5317.480053639615,118905011.0,244813.0,85981.36,139.013,12.52803165709405,3776069.0,85980.89,139.0193,193.23716700303987,0.0023560091492057567,0.036339989065079105,0.06483241216684246
480,-178.61,525.0,105000000.0,200688.0,120000.0,84662.45,0.365,173707.0,138.016,7.36,549000000.0,5456.964687414551,120264900.0,306171.0,84824.08,139.013,15.881721322530112,3589316.0,84825.1,139.0193,186.18298593222997,0.0029103580895728123,0.03411841501588338,0.08530167911428281
481,-495.92,526.0,98199040.0,219219.0,120000.0,79482.97,0.39,173507.0,138.016,7.37,563000000.0,5436.079904915481,110440278.0,527952.0,79435.93,139.013,29.243552634179526,4095019.0,79435.63,139.0194,226.8262189146105,0.005379529577506127,0.04172606416427154,0.12892492223391672
482,-908.28,527.0,101000000.0,213914.0,120000.0,79809.73,0.373,174007.0,138.016,7.37,573000000.0,5568.243370827092,,0.0,0.0,0.0,0.0,3698913.0,79768.85,139.0193,204.02973341097433,0.0,0.036641669521831316,0.0
483,-373.68,528.0,94895080.0,204007.0,120000.0,79514.59,0.371,170407.0,138.016,7.38,550000000.0,5251.09105134039,106461419.0,361861.0,79644.82,139.0131,19.991110532988838,4050844.0,79645.64,139.0193,223.78768756205613,0.0038070394014375207,0.04261736949027617,0.08933069889041738
484,-691.24,529.0,94976376.0,218310.0,120000.0,76040.29,0.39,172907.0,138.016,7.38,560000000.0,5495.7188406304085,106472936.0,283587.0,76071.96,139.0129,16.402664003924706,3795720.0,76072.16,139.0193,219.54375950413396,0.0029846257568087622,0.03994814252159783,0.07471250397174622
485,-399.17,530.0,92162280.0,202978.0,120000.0,81787.04,0.379,170907.0,138.016,7.38,535000000.0,4958.169802941885,103985419.0,400273.0,81738.71,139.013,21.54672125361411,3247718.0,81738.4,139.0193,174.82553120687464,0.004345700552818816,0.03526009357387145,0.12324699433126521
486,-505.19,531.0,86640472.0,200322.0,120000.0,73663.68,0.4,169107.0,138.016,7.39,500000000.0,5175.115834560533,98786434.0,216882.0,73703.96,139.0131,12.947483418801378,3236930.0,73704.22,139.0194,193.23848756556953,0.0025018731624005994,0.03733993474601699,0.06700261206716415
487,-197.19,532.0,90936760.0,228174.0,120000.0,71968.42,0.428,170007.0,138.016,7.39,533000000.0,5559.6849840527275,102880869.0,324840.0,72086.32,139.013,19.827562289211045,3478161.0,72087.07,139.0193,212.29755072580977,0.0035663103837868457,0.03818517619878809,0.09339515327154709
488,-209.73,533.0,85468928.0,200821.0,120000.0,73105.52,0.407,172707.0,138.016,7.4,493000000.0,5144.116110520792,95742978.0,237744.0,73325.09,139.013,14.266243655480002,3673678.0,73326.48,139.0193,220.44128123973772,0.00277331291692708,0.04285309205771799,0.06471675166850875
489,-938.84,534.0,87111320.0,229563.0,120000.0,66437.36,0.446,175107.0,138.016,7.4,514000000.0,5769.190828774654,98798091.0,416139.0,66268.2,139.013,27.630320425181313,3874035.0,66267.14,139.0193,257.2278507869813,0.004789288696669764,0.04458646947575752,0.10741574188272043
490,-990.74,535.0,85325160.0,205664.0,120000.0,77290.54,0.409,174307.0,138.016,7.41,503000000.0,4857.395277610948,94902159.0,331533.0,77287.93,139.013,18.874165733252273,3668934.0,77287.91,139.0193,208.8723786165262,0.0038856557176329505,0.04300090206355567,0.09036219081846052
491,-683.33,536.0,80683776.0,213920.0,120000.0,71698.48,0.427,174507.0,138.016,7.41,501000000.0,4951.4106073099465,89874193.0,345957.0,71548.31,139.013,21.275286586084285,3646931.0,71547.37,139.0193,224.2779350240268,0.004296813226250073,0.045295765754695676,0.0948612558957486
492,-200.78,537.0,77332664.0,195894.0,120000.0,72911.13,0.428,170707.0,138.016,7.41,458000000.0,4666.828255164884,87466825.0,374713.0,73058.83,139.013,22.56725436199841,2973197.0,73059.76,139.0193,179.0598107631342,0.004835672779906293,0.038368630892933485,0.1260319346134631
493,-424.48,538.0,83428728.0,235559.0,120000.0,64270.85,0.476,169507.0,138.016,7.42,495000000.0,5711.553576777032,92315834.0,139902.0,64411.53,139.013,9.55681071385822,3366094.0,64412.43,139.0193,229.93719690438635,0.0016732418921387453,0.04025825790014517,0.04156269991336887
494,-442.65,539.0,77278272.0,194265.0,120000.0,67231.48,0.433,171807.0,138.016,7.42,449000000.0,5057.5176509575585,87290855.0,264641.0,67066.62,139.013,17.362145281810836,2888462.0,67065.58,139.0193,189.5045536026081,0.003432938148722743,0.0374698748835268,0.0916186178735279
495,-251.11,540.0,76180256.0,222860.0,120000.0,65854.54,0.47,169307.0,138.016,7.43,474000000.0,5089.901567910126,85341821.0,117695.0,66038.55,139.0128,7.841753036673277,2914712.0,66039.76,139.0193,194.19714426581808,0.001540649250687384,0.03815341842564431,0.040380372565826425
496,-154.83,541.0,76318936.0,213814.0,120000.0,66972.86,0.451,174907.0,138.016,7.43,474000000.0,5014.020879502533,,0.0,0.0,0.0,0.0,3099959.0,66999.45,139.0193,203.5810682027987,0.0,0.04060235748818761,0.0
497,-99.34,542.0,71006320.0,203378.0,120000.0,68546.48,0.449,172307.0,138.016,7.44,453000000.0,4557.897181591236,78378358.0,292757.0,68804.16,139.013,18.721699385618546,2786384.0,68805.79,139.0193,178.183981319014,0.004107529994584585,0.03909346223049443,0.10506948630864807
498,110.27,543.0,72846728.0,217950.0,120000.0,65888.92,0.476,174907.0,138.0159,7.44,458000000.0,4864.635862903809,,0.0,0.0,0.0,0.0,3260364.0,65982.07,139.0193,217.41666486062047,0.0,0.04469330716376367,0.0
499,-180.72,544.0,71876992.0,206454.0,120000.0,67242.9,0.463,169907.0,138.016,7.45,446000000.0,4703.229111177538,79643905.0,263523.0,67175.05,139.013,17.26089076226962,2556489.0,67174.63,139.0193,167.45237897104906,0.003670008488688753,0.03560370439387852,0.10307940005590406
500,-571.1,545.0,70252200.0,219864.0,120000.0,61287.62,0.488,172807.0,138.016,7.45,450000000.0,5043.590858969561,,0.0,0.0,0.0,0.0,2894848.0,61157.88,139.0193,208.26966533176102,0.0,0.04129392552954065,0.0
501,-133.57,546.0,67677024.0,197147.0,120000.0,66120.2,0.475,169207.0,138.016,7.45,415000000.0,4503.599589837902,76068340.0,246575.0,66104.76,139.013,16.412282564825894,3099260.0,66104.66,139.0193,206.2902070746601,0.00364425882839567,0.04580562791153577,0.07955919380548199
502,104.79,547.0,71696320.0,234048.0,120000.0,60883.31,0.52,170107.0,138.016,7.46,450000000.0,5181.449694505769,79856488.0,226988.0,61052.64,139.013,16.358788088443024,3537594.0,61053.71,139.0193,254.94623668242278,0.0031571836171234704,0.049203649888323535,0.0641656386119579
503,-72.85,548.0,67109976.0,193962.0,120000.0,65870.95,0.464,173507.0,138.016,7.46,418000000.0,4482.7635611752985,,0.0,0.0,0.0,0.0,2368700.0,66130.39,139.0193,157.6019739184965,0.0,0.0351573246654071,0.0
504,135.5,549.0,63550948.0,224989.0,120000.0,61087.71,0.514,169207.0,138.016,7.47,438000000.0,4577.421075368516,70581871.0,261128.0,61297.93,139.0131,18.743915169729224,2494206.0,61299.24,139.0193,179.03168783169255,0.004094863649444835,0.03911191146365734,0.10469607585529972
505,38.19,550.0,63114284.0,198623.0,120000.0,63716.24,0.485,170407.0,138.016,7.47,410000000.0,4358.4312194191,70881760.0,349444.0,63826.38,139.013,24.08962563754987,2324815.0,63827.07,139.0193,160.26406977478365,0.005527132223681295,0.036771044833912504,0.15031207975313873
506,-397.93,551.0,67549024.0,234257.0,120000.0,58985.7,0.522,172307.0,138.016,7.48,448000000.0,5038.775594762798,73630069.0,286608.0,58972.97,139.013,21.38395268205078,2911219.0,58972.89,139.0193,217.2076627073898,0.00424387875186917,0.043107230838609095,0.09844934757600178
507,-632.29,552.0,61569340.0,210128.0,120000.0,64130.5,0.473,170407.0,138.016,7.48,444000000.0,4224.278557004857,67814429.0,150579.0,64035.41,139.0129,10.346581680354667,2270601.0,64034.8,139.0193,156.01898342776116,0.0024493133065757646,0.03693387671346735,0.0663161716160346
508,-644.06,553.0,58496964.0,200883.0,120000.0,63842.77,0.476,172707.0,138.0159,7.49,422000000.0,4031.570710356083,65030215.0,164193.0,63763.11,139.0132,11.330206446956556,2071813.0,63762.61,139.0193,142.96744126377513,0.0028103702653291254,0.0354619704167728,0.0792502568892753
509,-630.89,554.0,61062340.0,231060.0,120000.0,60014.16,0.512,170407.0,138.0159,7.49,451000000.0,4476.848397111615,66165616.0,182670.0,60023.39,139.013,13.390579905600134,2208602.0,60023.45,139.0193,161.90087040981484,0.002991072897228216,0.03616402791621679,0.08270851090364714
510,-403.72,555.0,59581996.0,214494.0,120000.0,63182.89,0.473,171507.0,138.0159,7.49,453000000.0,4149.236959562945,65817572.0,155391.0,63123.2,139.013,10.831523116698776,2616886.0,63122.82,139.0193,182.4110266303058,0.0026104855476462596,0.043962547429327786,0.05937976073481089
511,-218.01,556.0,57240312.0,198820.0,120000.0,65458.81,0.472,170107.0,138.0159,7.5,422000000.0,3847.570293441021,,0.0,0.0,0.0,0.0,2387862.0,65572.07,139.0193,160.22969535657484,0.0,0.04164438415321989,0.0
512,-75.9,557.0,59223052.0,236791.0,120000.0,60766.07,0.518,171707.0,138.0159,7.5,458000000.0,4288.271872773737,65291543.0,192147.0,60586.61,139.013,13.954350639522495,2704978.0,60585.48,139.0193,196.44811265009372,0.0032540732149280802,0.04581055457265756,0.07103326395595096
513,-530.35,558.0,57143420.0,207284.0,120000.0,64124.8,0.462,170707.0,138.0159,7.51,449000000.0,3920.9642447227907,,0.0,0.0,0.0,0.0,2308588.0,64174.18,139.0193,158.28464345006046,0.0,0.04036880562302885,0.0
514,-670.93,559.0,59494232.0,212736.0,120000.0,64852.45,0.472,171107.0,138.016,7.51,450000000.0,4036.464633178855,,0.0,0.0,0.0,0.0,2500285.0,64646.62,139.0193,170.1752388601291,0.0,0.04215947724682781,0.0
515,110.58,560.0,54340280.0,203874.0,120000.0,66675.99,0.475,171207.0,138.016,7.52,429000000.0,3585.9569839158,59910646.0,224573.0,67049.34,139.013,14.737224855606337,2146874.0,67051.7,139.0193,140.88003137877192,0.0041097048630833145,0.039286592675446284,0.10460833030327513
516,-88.7,561.0,54680936.0,216172.0,120000.0,60663.12,0.5,173707.0,138.0159,7.52,432000000.0,3966.1019479380557,59653914.0,308464.0,60898.99,139.0129,22.286766989074863,2303951.0,60900.5,139.0193,166.45814730585136,0.005619312685762295,0.04197021395085207,0.1338881115150525
517,192.73,562.0,50038164.0,194453.0,120000.0,62268.76,0.502,174007.0,138.0159,7.52,387000000.0,3535.768523413667,55333696.0,179580.0,62416.45,139.013,12.659355025798488,2503392.0,62417.38,139.0193,176.47207877036814,0.003580368720963753,0.04991052938046697,0.07173573923992418
518,53.29,563.0,53287404.0,225783.0,120000.0,57058.54,0.557,174107.0,138.016,7.53,405000000.0,4109.193428363222,58573719.0,193089.0,57140.05,139.013,14.868583419160467,2040742.0,57140.57,139.0193,157.14342366553223,0.0036183702905129332,0.03824191447909663,0.09461791701068643
519,-357.66,564.0,53846380.0,202097.0,120000.0,59535.13,0.511,170807.0,138.016,7.53,395000000.0,3979.56755952326,58727423.0,300336.0,59590.84,139.0129,22.175864612749212,2576446.0,59591.19,139.0193,190.23554320697406,0.0055724307430543565,0.04780306914296077,0.1165705642537164
520,-86.41,565.0,51429884.0,208610.0,120000.0,57432.0,0.536,173207.0,138.016,7.54,389000000.0,3940.1638389747877,,0.0,0.0,0.0,0.0,2570077.0,57497.46,139.0193,196.67544966334168,0.0,0.0499155511549783,0.0
521,-208.22,566.0,48843632.0,192827.0,120000.0,55045.77,0.546,171407.0,138.016,7.54,353000000.0,3904.241521192274,53451210.0,144986.0,55053.82,139.013,11.58754106436211,1898999.0,55053.87,139.0193,151.77126694272354,0.0029679365381124058,0.03887343191216709,0.0763487140733634
522,-348.2,567.0,51618908.0,235181.0,120000.0,50304.82,0.608,170907.0,138.016,7.55,387000000.0,4514.939029699341,56962181.0,171948.0,50326.3,139.013,15.03331657602486,2146819.0,50326.43,139.0193,187.69468845694004,0.0033296831866688487,0.04157192095447611,0.08009452318345027
523,-145.61,568.0,51039552.0,207288.0,120000.0,57227.31,0.551,171507.0,138.016,7.55,376000000.0,3924.2457630805998,55466474.0,177263.0,57185.67,139.013,13.63903229602801,2100678.0,57185.4,139.0193,161.63187107198692,0.0034755805623450904,0.041188009322102995,0.08438331008340251
524,166.2,569.0,51285148.0,206491.0,120000.0,56861.32,0.56,169707.0,138.016,7.56,369000000.0,3968.5088422147082,,0.0,0.0,0.0,0.0,1400043.0,56982.36,139.0193,108.10695099325477,0.0,0.027241201995892105,0.0
525,-716.0,570.0,47979612.0,202963.0,120000.0,51611.68,0.581,167907.0,138.016,7.56,349000000.0,4090.358864505089,51769327.0,200399.0,51524.13,139.013,17.1134495623701,1614937.0,51523.57,139.0194,137.9120817909163,0.004183850397791621,0.03371637706111219,0.12408956010333602
526,-325.62,571.0,50273532.0,234766.0,120000.0,49534.72,0.621,174407.0,138.016,7.56,378000000.0,4465.626146670456,,0.0,0.0,0.0,0.0,2117848.0,49436.54,139.0193,188.49480970957921,0.0,0.04221016348404351,0.0
527,-323.06,572.0,47386440.0,190452.0,120000.0,53593.92,0.561,169007.0,138.016,7.57,339000000.0,3890.3729378257835,,0.0,0.0,0.0,0.0,1687957.0,53770.57,139.0193,138.12408535003442,0.0,0.03550407314606398,0.0
528,-528.92,573.0,49718104.0,241791.0,120000.0,47972.23,0.64,174407.0,138.016,7.57,378000000.0,4560.131092509146,,0.0,0.0,0.0,0.0,1757350.0,47814.78,139.0193,161.71443223204207,0.0,0.0354626717853984,0.0
529,-481.61,574.0,49583952.0,205036.0,120000.0,54551.93,0.555,169807.0,138.016,7.58,370000000.0,3999.2973447502227,53552489.0,172817.0,54547.35,139.0131,13.940086915313026,2060301.0,54547.32,139.0193,166.19193023598595,0.0034856340285905046,0.04155528231831572,0.0838794452625868
530,-433.6,575.0,47033520.0,198213.0,120000.0,52147.89,0.579,172007.0,138.016,7.58,342000000.0,3968.472895068238,50434008.0,152770.0,52179.29,139.0129,12.882275707469383,1721461.0,52179.49,139.0193,145.16102782913364,0.0032461543893820325,0.036578560989928996,0.0887447264608299
531,-387.08,576.0,51087924.0,237485.0,120000.0,46999.33,0.638,171507.0,138.016,7.59,372000000.0,4782.7674479614925,,0.0,0.0,0.0,0.0,2298341.0,47120.7,139.0193,214.6126946331443,0.0,0.04487207395471765,0.0
532,135.51,577.0,48284756.0,208053.0,120000.0,53866.64,0.573,173807.0,138.016,7.59,363000000.0,3944.053803987032,51898567.0,135650.0,54115.01,139.013,11.029472229608755,2135954.0,54116.58,139.0193,173.66577119248853,0.002796481178441099,0.04403230275837777,0.06350976449690741
533,-466.02,578.0,49446580.0,216881.0,120000.0,52019.52,0.584,173307.0,138.016,7.59,371000000.0,4182.371386740978,,0.0,0.0,0.0,0.0,2124476.0,51943.31,139.0194,179.9595443571078,0.0,0.04302811197676478,0.0
534,-297.64,579.0,47970168.0,210246.0,120000.0,52553.95,0.578,172307.0,138.016,7.6,364000000.0,4016.229782918316,52009693.0,165490.0,52587.68,139.0132,13.846513099646154,1875999.0,52587.89,139.0194,156.9638104894492,0.0034476396640793928,0.03908237799466605,0.0882146850058593
535,-201.99,580.0,44392316.0,194986.0,120000.0,51883.28,0.585,173007.0,138.016,7.6,333000000.0,3764.7232480290377,48185598.0,124348.0,51867.86,139.0131,10.548559358338672,1856541.0,51867.76,139.0194,157.4924461746565,0.0028019481548507467,0.04183373804624529,0.06697819238035388
536,-303.12,581.0,44853340.0,234514.0,120000.0,48214.68,0.652,174207.0,138.016,7.61,360000000.0,4093.249110022093,48666089.0,165818.0,48228.13,139.0131,15.128083962616842,1723855.0,48228.21,139.0194,157.27231012720566,0.0036958620294026494,0.038422364703416936,0.09619038437459766
537,-338.18,582.0,45451340.0,217438.0,120000.0,50630.41,0.597,174007.0,138.016,7.61,364000000.0,3949.91658175393,48552929.0,128392.0,50652.2,139.0131,11.153016058532504,1641761.0,50652.33,139.0193,142.61433580646735,0.002823607999736565,0.03610565763977237,0.07820403184198493
